Gene ID,Control_16hpi_rep1,Control_16hpi_rep2,Control_16hpi_rep3,_AP2-MRPKO_16hpi_rep1,_AP2-MRPKO_16hpi_rep2,_AP2-MRPKO_16hpi_rep3,Control_40hpi_rep1,Control_40hpi_rep2,Control_40hpi_rep3,_AP2-MRPKO_40hpi_rep1,_AP2-MRPKO_40hpi_rep2,_AP2-MRPKO_40hpi_rep3
mal_rna_9,2,1,0,1,0,2,12,9,5,14,12,13
malmito_rna_RNA22,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1032800,7,5,8,2,2,3,316,541,598,855,942,811
PF3D7_1013200,600,522,619,334,389,376,8618,8633,10749,5196,6289,5298
PF3D7_1438600,103,75,77,129,108,73,71,238,233,375,397,371
PF3D7_0109700,262,170,219,193,273,240,121,167,236,356,377,308
PF3D7_0910300,1002,710,907,474,558,599,773,753,742,1080,1015,994
PF3D7_1353100,10037,6648,7923,8089,7297,9510,1025,1429,2406,1363,1488,947
PF3D7_1252600,303,235,298,556,521,519,3124,3112,4954,612,606,550
PF3D7_1343600,76,50,51,47,30,24,70,94,106,334,324,304
PF3D7_1225600,1597,1136,1363,1359,1438,1632,1482,1809,2320,3696,3681,3130
PF3D7_0517700,4411,2840,3891,3193,3184,3451,3629,3980,5234,10786,10884,9691
PF3D7_1027900,44,29,48,53,37,67,104,78,113,407,384,319
PF3D7_1013000,178,90,143,79,99,81,808,1076,1173,1104,1218,1320
PF3D7_0413200,10,14,23,6,1,2,0,1,1,2,5,5
PF3D7_0816500,0,1,1,0,0,0,24,31,11,49,63,42
PF3D7_1339600,158,155,163,160,166,220,225,343,228,533,554,534
PF3D7_0919600,6,12,8,7,0,5,45,82,66,359,309,310
PF3D7_0521300,465,363,402,571,595,483,431,549,652,1466,1427,1416
PF3D7_0930300,1833,1530,1659,1642,1526,1610,604033,601868,805246,284214,334793,266474
PF3D7_1025900,131,78,139,175,178,189,27091,26652,33589,38916,44449,35227
PF3D7_1214300,396,285,317,219,228,225,352,362,367,950,807,892
PF3D7_0305300,1485,889,1121,1363,1372,1180,2700,3896,5210,3952,4494,4037
PF3D7_1339400,28,24,29,23,27,34,1647,2062,2176,2032,2093,1943
PF3D7_1453300,2,4,2,7,3,1,0,0,0,0,0,0
PF3D7_1409900,1251,981,1124,911,880,1068,1497,1572,1860,4899,4773,4382
PF3D7_1124100,1829,1308,1588,1386,1338,1365,2238,2632,2833,4343,4544,3996
PF3D7_0415600,111,95,124,48,49,54,55,60,61,183,157,148
PF3D7_1247600,0,1,0,1,1,2,53,124,92,141,176,219
PF3D7_0930700,172,112,142,110,129,75,32,80,87,323,307,238
PF3D7_1403700,2,4,2,10,7,7,206,204,227,1149,1076,1118
PF3D7_0524100,1097,730,944,1483,1471,1433,1532,2187,2383,2089,1978,1861
PF3D7_0315700,1,4,1,0,1,0,43,49,70,178,162,156
PF3D7_1338000,222,186,217,91,95,124,1094,1479,1595,2163,1996,2008
PF3D7_1009900,179,93,133,111,118,122,132,170,196,472,489,483
PF3D7_0303400,6,12,6,11,24,14,2079,2905,3352,3431,3419,3192
PF3D7_1110800,3,0,0,6,5,3,140,178,162,497,553,522
PF3D7_1357900,6277,4735,5733,3361,3269,3618,319,284,375,1137,1242,987
PF3D7_1422700,1752,1246,1512,1087,1039,1105,909,907,1116,2088,2126,1866
PF3D7_0621600,4,2,0,0,1,4,0,1,0,0,1,0
PF3D7_1432100,164,93,120,101,84,71,164,227,274,559,602,415
PF3D7_1466700,468,321,439,359,343,306,227,280,360,663,740,539
PF3D7_0929400,62,62,61,111,108,111,95907,90401,110849,108146,125460,104009
PF3D7_0223400,28,39,31,2,13,6,12,9,8,32,53,34
PF3D7_0418200,4633,3584,4307,3873,3720,3911,1527,1759,2576,3844,4155,3481
PF3D7_1310500,147,80,127,87,112,99,192,247,292,631,625,574
PF3D7_0210600,48,47,41,15,10,19,18725,18511,26290,2812,2948,2507
PF3D7_0901900,46,27,34,56,80,58,27,44,63,80,77,66
PF3D7_1021800,115,113,103,102,93,135,50177,45855,53472,45964,50634,41331
PF3D7_1215500,0,0,0,0,0,0,0,1,0,9,10,6
PF3D7_1001300,3,1,1,3,8,6,11,34,57,113,104,103
PF3D7_1244500,12,5,2,13,6,17,76,85,126,306,291,279
PF3D7_1419000,32,25,47,29,43,41,2345,2567,3118,4290,4457,3734
PF3D7_API01900,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1429500,131,94,132,120,127,121,43,79,101,198,201,171
PF3D7_0425300,0,0,0,0,0,0,0,0,0,1,0,1
PF3D7_1348300,656,414,533,429,444,469,223,263,324,1007,1007,914
PF3D7_API04900,0,0,0,0,1,0,3,10,12,12,17,12
PF3D7_0932800,2416,1729,2208,1694,1636,1917,2209,2197,2855,5198,5139,4526
PF3D7_0615100,4,2,5,3,3,4,152,143,178,1655,1711,1485
PF3D7_0604700,59,35,67,38,30,46,562,558,754,2098,2108,1679
PF3D7_1209400,122,91,134,49,38,58,16624,16985,22024,2273,2603,2093
PF3D7_0308300,11,5,14,1,2,1,4433,3895,5244,259,252,251
PF3D7_1039800,1,2,1,0,0,0,1,5,4,0,0,1
PF3D7_1131400,11,11,8,1,2,5,148,167,161,865,855,696
PF3D7_1107700,1377,970,1243,1112,1064,1165,1920,2702,3380,1968,2010,1700
PF3D7_0809700,2,0,3,11,4,6,184,194,233,447,429,381
PF3D7_0824800,868,540,672,639,751,550,1246,1515,1731,2329,2366,2148
PF3D7_1209700,52,49,45,19,24,28,367,336,399,1346,1271,1190
PF3D7_0723800,36,26,30,38,31,36,11076,10300,12622,10669,11507,9489
PF3D7_1021900,647,505,757,1274,1275,1617,19944,18764,25448,66957,74099,64895
PF3D7_1460500,50,30,48,39,22,35,2396,2314,3144,7440,7005,5431
PF3D7_1253400,4,1,5,1,3,1,1248,1344,1452,1760,1672,1642
PF3D7_0611400,237,127,237,258,278,218,732,1081,1235,2162,2266,1834
PF3D7_1451600,0,0,0,0,0,0,132,177,187,253,295,289
PF3D7_1436000,8925,6334,7585,4776,4448,4496,737,791,1008,3206,3230,2755
PF3D7_0530400,54,49,55,18,18,18,217,213,299,426,514,362
PF3D7_0730500,42,23,33,26,27,25,11069,12059,15628,9923,10908,8538
PF3D7_0923600,4,3,3,0,1,2,107,124,129,338,357,312
PF3D7_0403800,132,100,100,101,104,86,4466,4907,6377,1617,1747,1506
PF3D7_0306700,262,174,250,168,162,179,204,230,293,602,600,597
PF3D7_1449200,100,189,141,188,211,262,29088,22233,29973,32055,38412,28789
PF3D7_1206200,10389,8324,9366,7940,7212,8735,3062,4231,5365,10786,10647,9515
PF3D7_0508000,9,12,10,18,17,18,11315,11342,13492,13470,15467,14371
PF3D7_1450100,1641,1130,1421,2105,2084,2206,2247,2492,2964,5620,6127,5324
PF3D7_0401800,20669,16996,19546,6760,5216,7378,9941,8904,13782,8167,10635,6094
PF3D7_1467300,25,13,15,16,13,12,856,897,1011,2372,2320,2182
PF3D7_0937800,1031,781,937,1083,878,1046,686,643,890,3377,3464,2291
PF3D7_0218700,1321,1127,1252,1456,1589,1463,1349,1779,2365,3042,3199,2779
PF3D7_0530750,1,0,0,1,0,1,52,77,112,293,378,282
PF3D7_1313500,4,2,1,7,9,13,1969,2099,2144,1773,1971,2181
PF3D7_1359600,738,483,730,241,222,255,6053,6413,7672,14676,16369,14773
PF3D7_0706400,8522,6919,8397,5255,5577,6910,1414,1505,1914,3072,3183,2999
PF3D7_0830100,9,31,15,23,28,22,304,353,342,1234,1023,929
PF3D7_0801100,0,2,0,2,6,3,31,25,34,190,146,216
PF3D7_1349000,3,0,6,1,0,1,51,51,60,310,259,260
PF3D7_1334200,1392,936,1260,689,828,743,276,419,421,1507,1448,1288
PF3D7_0811000,10,9,5,13,22,13,3471,3685,4013,4587,5221,4938
PF3D7_0804700,150,100,142,261,290,244,419,451,461,2202,2171,2289
PF3D7_1133300,5,2,3,5,8,3,2892,3632,3697,2528,2720,2821
PF3D7_0904700,2,1,2,0,2,3,288,287,327,653,593,603
PF3D7_0529400,346,244,348,372,300,382,23510,23179,26841,45113,51279,46867
PF3D7_0312000,9,18,13,4,4,11,130,97,125,613,577,502
PF3D7_1418900,928,591,854,702,764,621,1652,2230,2930,1463,1422,1136
PF3D7_1148900,1509,1003,1208,2228,2159,2579,432,492,947,1062,1374,855
PF3D7_1028300,323,302,299,265,294,232,429,671,958,1264,1113,1075
PF3D7_1240700,0,0,1,0,2,0,0,1,0,1,1,1
PF3D7_1310000,5,3,1,2,3,2,23,50,49,158,182,153
PF3D7_0300200,1744,1395,1630,333,255,301,2,4,4,21,28,16
PF3D7_1341500,14,17,12,20,17,17,4014,3913,4671,3559,4297,3881
PF3D7_1243900,22,13,23,22,52,26,9782,8914,11127,12261,13685,10734
PF3D7_1323700,110,112,111,268,227,276,20847,19371,23331,37140,44099,37315
PF3D7_1327300,420,285,381,201,209,242,73123,65940,97911,21536,23536,18031
PF3D7_1476200,1769,1273,1402,452,416,442,108,99,130,388,394,276
PF3D7_0730600,0,0,0,0,0,0,2,1,2,0,0,1
PF3D7_1229000,387,264,293,282,328,230,627,699,911,1594,1722,1433
PF3D7_0826500,1314,831,1131,1610,1581,1722,3448,3512,4308,6591,6484,5762
PF3D7_0830000,0,0,0,0,0,0,0,2,2,22,15,27
PF3D7_0723500,43,38,48,42,58,54,63,70,92,326,386,296
PF3D7_1024700,16,9,9,4,6,8,418,408,440,1423,1237,1269
PF3D7_1225300,651,396,588,429,551,487,566,806,1032,1296,1284,1133
PF3D7_0532500,191,184,173,49,51,43,50,67,83,110,111,114
PF3D7_0210300,106,70,121,43,59,44,408,551,587,1568,1606,1461
PF3D7_1201700,0,2,2,0,0,0,17,11,21,47,37,45
PF3D7_1142900,5,1,4,4,10,7,448,577,650,707,881,840
PF3D7_1111300,84,49,60,49,51,52,40,54,63,153,147,110
PF3D7_0627200,2,8,3,5,16,6,176,207,220,910,823,840
PF3D7_0729700,2,3,1,1,6,4,460,673,708,539,718,566
PF3D7_1023700,0,1,1,0,1,2,25,41,42,182,174,150
PF3D7_1213200,42,18,48,35,23,12,69,85,94,231,242,258
PF3D7_1012500,485,275,445,357,369,427,720,836,1067,2249,2122,1831
PF3D7_1402700,2141,1324,1905,1367,1380,1646,834,771,1013,3616,3482,2965
PF3D7_0421900,0,0,0,2,2,0,9,23,34,12,14,8
PF3D7_1235400,53,55,71,36,28,36,172,229,278,914,930,701
PF3D7_0104000,0,0,3,11,1,1,18,26,17,85,79,95
PF3D7_0731100,7905,5160,6687,8845,8858,10992,13514,17498,22542,19917,20407,20052
PF3D7_1141100,0,0,0,1,1,0,42,58,51,232,236,152
PF3D7_1219900,173,118,173,86,66,90,510,458,595,1308,1157,1077
PF3D7_1470800,52,51,46,34,19,26,893,1043,1100,2505,2455,2206
PF3D7_1428900,53,25,49,26,29,40,1540,1723,1927,4280,4199,3691
malmito_rna_10,0,0,0,0,0,0,65,58,30,41,103,85
PF3D7_0816700,82,42,69,36,38,30,80,124,145,349,344,365
PF3D7_0909600,32,26,34,35,30,34,939,1490,1596,2032,2052,1903
PF3D7_0632800,2576,1678,2045,3960,3536,3736,1955,1902,2893,3149,3733,2513
PF3D7_1307400,1,0,0,0,0,0,39,26,35,40,59,41
PF3D7_1213700,247,205,249,177,196,225,375,406,515,759,732,709
PF3D7_1020500,126,106,139,154,135,133,164,157,217,682,610,610
PF3D7_1438500,437,282,370,373,425,396,385,580,729,1331,1355,1125
PF3D7_1205600,1121,1017,1307,483,492,585,2108,2016,2329,7398,7246,6292
PF3D7_1428500,59,36,41,73,100,113,202,317,379,527,570,426
PF3D7_1133600,53,38,31,64,73,51,21,35,41,60,54,83
PF3D7_0422300,221,236,216,518,513,519,3008,2603,3551,23642,24848,20937
PF3D7_1122700,2,0,2,3,6,0,260,473,487,736,860,731
PF3D7_0320500,577,404,541,203,216,160,4827,6615,7343,3583,4170,3760
PF3D7_1208100,839,512,773,597,635,564,646,878,1167,1531,1391,1292
PF3D7_0523300,14,17,24,13,18,28,821,729,952,2199,2301,2090
PF3D7_1329200,6,2,4,1,4,7,200,272,239,431,448,426
PF3D7_1245900,132,90,148,78,96,88,33,58,50,182,230,149
PF3D7_0506800,1208,812,1060,995,955,1017,1159,1304,1541,3804,3776,3479
PF3D7_0527100,3530,2878,3119,3217,3017,3446,5877,5449,6901,13763,14676,13712
PF3D7_1008700,523,460,595,574,473,569,11108,10316,12679,43386,45729,43291
PF3D7_1472400,371,249,292,346,326,348,745,927,873,1138,979,979
PF3D7_0524700,423,287,353,211,254,278,280,204,311,924,967,878
PF3D7_0911000,3,5,4,6,2,2,358,668,721,1586,1672,1466
PF3D7_1234500,324,239,307,256,303,289,151,206,236,362,345,333
PF3D7_1245600,8,8,6,6,6,5,64,67,58,307,328,212
PF3D7_0510300,5,0,4,7,8,15,64,58,78,266,245,158
PF3D7_1008800,4497,2883,3802,3583,3642,3807,7129,8633,11613,5156,5299,4725
PF3D7_1408900,261,164,284,121,129,175,197,242,319,507,474,408
PF3D7_1335500,0,0,0,0,3,1,66,115,104,261,206,222
PF3D7_1421100,119,93,91,161,175,142,1283,2287,2793,3117,3575,3152
PF3D7_0809200,450,249,372,364,304,236,275,393,418,1109,1045,915
PF3D7_1209500,14,11,7,5,5,7,2906,4075,4333,1851,2101,2134
PF3D7_0800900,0,0,0,0,0,0,3,0,1,0,0,2
PF3D7_1130500,18,14,25,11,13,12,2014,2117,2269,2859,2738,2820
PF3D7_1241100,351,205,290,436,506,465,905,1040,1446,2880,2884,2490
PF3D7_1213600,19,22,21,9,15,11,379,360,478,1631,1579,1545
PF3D7_1439800,1569,1039,1333,1052,1130,1140,4287,4443,5429,9651,9504,8570
PF3D7_0916700,1611,887,1225,1493,1592,1733,6243,7099,10223,6488,6910,6329
PF3D7_1016300,72743,48213,61026,58020,48995,65828,24153,23775,29157,13602,14962,14027
PF3D7_0628800,50,36,61,19,22,18,460,502,575,2250,2356,1883
PF3D7_1115200,1890,1304,1517,1829,1592,1730,5074,5107,5852,18083,20065,17236
PF3D7_1460700,12541,10186,12192,7909,8161,8531,2463,2595,3424,6266,6090,6316
PF3D7_0825100,1,0,0,0,0,0,1,4,3,8,3,10
PF3D7_0407300,516,473,484,372,384,378,81,135,164,191,209,181
PF3D7_1451400,372,264,375,214,207,238,242,290,332,989,930,827
PF3D7_1329500,7263,4186,5324,15941,15194,16146,6945,8679,12306,13128,13738,11437
PF3D7_0901100,3,0,4,0,0,0,0,0,1,1,1,2
PF3D7_1423500,376,251,310,351,382,348,1524,1674,1924,4412,4965,3771
PF3D7_1317700,225,170,188,160,166,135,48,68,111,158,164,166
PF3D7_API05300,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1327700,75,72,82,103,73,78,87,151,167,450,427,309
PF3D7_0708400,83239,60646,75688,89915,86580,104918,44197,43874,66992,188697,194882,147370
PF3D7_1308800,68,47,58,92,72,102,2018,2019,2440,4554,4411,3832
PF3D7_1365500,162,89,146,90,93,75,626,566,725,2393,2365,2220
PF3D7_1427200,9,7,8,12,30,9,249,258,325,270,285,303
PF3D7_1350100,8527,6375,7989,6723,6154,7110,2834,3111,3862,8033,7892,7573
PF3D7_1325000,942,744,814,609,601,744,302,260,347,1083,1013,986
PF3D7_0704800,6,12,11,8,3,8,1031,1232,1501,622,699,619
PF3D7_0222300,67,65,57,63,76,71,264,417,533,181,190,150
PF3D7_1240300,945,684,823,1375,1088,1324,717,585,820,5012,5234,3333
PF3D7_1451900,2136,1663,2056,1572,1597,1625,2358,2860,3528,5875,6119,4991
PF3D7_1411100,128,73,100,102,82,70,404,629,732,733,745,684
PF3D7_1126300,87,55,106,52,50,74,296,335,332,671,728,664
PF3D7_1004700,16,8,12,2,9,11,128,164,191,562,542,459
PF3D7_0932000,33,36,36,19,19,31,5851,5521,7977,3166,4222,3270
PF3D7_0826200,7,1,3,4,0,0,125,291,268,449,454,478
PF3D7_1027200,911,673,875,591,548,675,210,247,329,801,848,736
PF3D7_1407500,344,276,337,282,286,284,217,255,330,541,590,539
PF3D7_0622700,23,24,30,16,15,10,18,30,26,80,94,119
PF3D7_0516500,11,6,13,6,12,10,104,167,134,69,75,114
PF3D7_0815400,7,3,2,8,3,6,382,431,506,1298,1219,1057
PF3D7_1304000,25,25,29,13,20,21,4402,4358,5684,5647,5929,4909
PF3D7_0726400,926,534,777,834,767,820,3120,3327,4274,11146,11654,9373
PF3D7_1335400,102,56,84,22,13,19,53260,65046,79885,955,974,824
PF3D7_0308500,2596,2137,2876,694,576,1020,686,774,1037,2006,1839,1789
PF3D7_0204500,463,271,379,355,276,325,446,533,657,1423,1343,1386
PF3D7_1436900,84,50,65,100,92,75,96,168,124,335,342,417
PF3D7_0411200,237,220,281,124,145,123,322,291,330,1311,1320,1168
PF3D7_1445700,3342,2315,3020,2214,2296,2331,2750,3197,3751,6356,6319,6005
PF3D7_0422900,7,8,16,1,8,8,332,382,454,205,189,148
PF3D7_1364100,4,3,7,10,9,6,3826,4888,5439,6311,6233,6443
PF3D7_1225500,437,292,371,314,346,342,151,240,324,323,301,305
PF3D7_0403000,0,0,0,2,0,0,2,0,0,1,0,1
PF3D7_0920600,8,9,10,3,11,4,1353,1427,1852,1729,1583,1405
PF3D7_0715600,49,48,60,14,15,45,1360,1291,1646,4318,4078,3766
PF3D7_0505800,7145,7344,7197,5002,4768,5663,3251,2651,3014,7623,7126,7285
PF3D7_1310200,7,8,4,25,24,24,4195,3709,5111,5470,6104,5285
PF3D7_1226400,631,525,691,421,380,463,1121,961,1184,1619,1421,1467
PF3D7_1221700,194,135,193,94,83,137,288,319,374,1050,941,893
PF3D7_0812500,3282,2400,2852,3376,3503,3987,3190,3861,4891,6201,6032,5311
PF3D7_1335200,0,0,0,0,0,0,184,279,231,4,4,9
PF3D7_1140900,19,18,29,13,18,23,484,611,691,1495,1361,1278
PF3D7_0414200,1,0,6,0,3,4,275,389,372,796,760,800
PF3D7_1327900,0,0,2,2,0,1,3,1,4,10,6,7
PF3D7_0524400,6331,4977,5778,5157,4921,5291,1534,1803,2429,3634,3875,3396
mal_mito_2,14,22,20,13,3,3,205,193,191,504,455,453
PF3D7_0612400,5,2,5,3,2,0,330,321,352,504,546,527
PF3D7_0915900,113,100,119,87,108,95,155,217,223,659,613,627
PF3D7_1351100,443,287,398,362,351,349,398,471,439,1229,1168,1331
PF3D7_1337200,644,505,550,255,241,293,460,468,477,1338,1326,1419
PF3D7_1351200,221,190,176,127,112,179,476,452,471,1283,1245,1179
PF3D7_0316100,7,6,5,1,1,0,903,1474,1236,221,202,182
PF3D7_1116100,48,33,44,20,26,31,28712,30284,37439,13853,14978,12856
PF3D7_1231600,1060,689,928,998,957,999,2041,2262,2638,5304,5528,4479
PF3D7_0514500,6,1,5,1,8,5,41,40,51,145,148,139
PF3D7_1328200,11,17,18,14,22,21,3605,4113,4647,5337,5126,4479
PF3D7_1327100,5,2,4,3,5,5,13,9,7,79,73,59
PF3D7_1037100,970,653,892,423,399,570,592,632,761,1624,1561,1268
PF3D7_1018500,2244,1799,1950,1847,1495,1841,660,744,875,1240,1413,1140
PF3D7_1422000,2,4,6,7,1,4,324,389,378,642,641,661
PF3D7_1468700,42861,28917,37461,29689,27345,32670,14891,17779,23661,31930,32737,30342
PF3D7_1128500,326,262,276,272,244,265,139,166,174,400,483,365
PF3D7_1224700,120,60,67,158,173,127,2799,3845,4571,4168,4799,4244
PF3D7_1119900,788,499,688,901,834,788,2276,2955,3270,2958,3434,2877
PF3D7_1303700,21,14,23,26,33,26,890,1265,1377,1936,2018,1658
PF3D7_0608200,37,30,44,11,19,20,49,57,74,241,227,187
PF3D7_0726700,49,44,81,40,49,36,805,838,918,1421,1350,1419
PF3D7_1144900,454,322,345,317,321,319,2586,2276,2949,3971,4379,3655
PF3D7_1404400,6,6,12,8,2,8,352,318,420,1242,1354,1137
PF3D7_0620300,37,22,26,6,12,14,427,692,689,277,365,326
PF3D7_1036500,87,83,99,14,22,18,19297,20527,24187,367,359,338
PF3D7_1441400,1951,1430,1688,940,898,975,1144,1073,1314,4099,4018,3437
PF3D7_1105600,1810,1084,1525,1275,1454,1231,15942,16710,24253,4748,4871,4222
PF3D7_0810700,161,121,154,58,47,52,51,74,70,307,302,290
PF3D7_1321800,1350,876,1110,1164,1142,1051,2200,2341,3409,3673,4272,3403
PF3D7_1015700,1,0,1,6,5,1,147,240,248,381,358,361
PF3D7_0632500,5611,3858,4831,8501,8142,8656,185,181,251,696,756,519
PF3D7_1136800,165,103,107,108,105,86,382,613,739,1159,1187,1036
PF3D7_1420400,3529,2277,3220,2010,1937,2201,1461,1850,2342,3694,3530,3077
PF3D7_1407600,183,106,157,86,97,68,511,609,728,1175,1164,932
PF3D7_0703100,78,62,62,68,64,59,20,42,56,84,86,87
PF3D7_0631300,3,1,2,3,2,0,2,1,0,18,9,12
PF3D7_1431300,1232,768,1110,1049,1080,1313,532,679,870,1974,2178,1765
PF3D7_1349600,61,39,30,50,49,35,1948,1901,2032,2956,2910,2881
PF3D7_1361800,187,140,160,196,234,216,135322,130104,171113,92165,103898,93768
PF3D7_0906400,33,21,11,28,22,16,52,115,101,604,564,515
PF3D7_0510200,1409,1032,1264,949,830,1018,1863,1995,2463,2537,2884,2318
PF3D7_1035100,21,9,17,21,29,34,7691,7130,8206,6937,7573,7024
PF3D7_0421700,1,0,2,2,2,0,10,26,12,48,44,38
PF3D7_0829700,2,1,3,4,1,1,16,24,26,49,62,54
PF3D7_1321500,26,17,27,24,42,19,13919,13642,16402,16593,19071,15448
PF3D7_0216000,5,4,2,14,8,9,1323,1355,1623,4143,4097,3266
PF3D7_0309700,227,162,190,325,319,342,313,435,493,1874,2026,1804
PF3D7_1464500,348,204,300,162,187,155,5188,5516,7097,4858,5056,4212
PF3D7_0907900,314,231,317,103,68,125,1372,1388,1459,2709,2685,2763
PF3D7_1355600,17,9,12,34,24,22,161,156,200,810,813,657
PF3D7_1102200,1,1,0,0,0,1,181,218,272,38,49,26
PF3D7_1237200,2639,1886,2326,1923,1807,2387,1917,2083,3047,1807,1850,1507
PF3D7_0415000,251,147,213,270,264,311,113,200,275,457,432,318
PF3D7_0106600,1,0,0,0,0,0,29,54,41,21,23,22
PF3D7_0806100,350,230,313,276,290,245,198,294,297,668,705,637
PF3D7_1246200,2069,1888,2242,1790,1778,2147,253754,213495,305095,198998,235094,200096
PF3D7_0716700,27,12,14,4,13,18,323,359,439,838,833,709
PF3D7_1109100,30,6,20,23,9,23,49,42,46,279,276,205
PF3D7_0405500,386,320,357,217,241,209,132,139,144,549,464,411
mal_rna_11,427,525,327,454,208,352,1899,1721,2083,2061,2628,2410
PF3D7_0832800,18,31,29,12,2,6,0,0,0,1,1,0
PF3D7_1422600,2,0,5,0,0,2,1069,996,1329,1568,1796,1413
PF3D7_0914700,406,257,313,620,632,632,201,348,409,575,585,611
PF3D7_1312900,3571,2734,3064,2516,2531,2715,17605,17688,22382,17411,19095,16624
PF3D7_1224900,405,366,374,416,365,410,481,469,605,1003,1015,838
PF3D7_1220300,7,8,6,6,16,6,1602,1659,2034,2598,2699,2247
PF3D7_0314900,8,1,5,2,6,5,2309,2188,2553,2627,2901,2672
PF3D7_1314000,21,28,16,9,13,8,171,193,208,734,660,615
PF3D7_0205400,906,667,773,887,985,881,144,227,292,684,763,617
PF3D7_1010900,133,107,115,67,68,78,178,225,255,775,714,666
PF3D7_1457200,1129,639,872,1549,1653,1638,4078,4579,5595,9106,10091,9408
PF3D7_0422500,3970,2622,3216,3322,2773,3035,4011,4289,5445,8041,7975,6478
PF3D7_1120800,7,2,2,0,0,1,120,145,173,313,382,256
PF3D7_1336700,3173,2659,2849,3158,2778,3482,1635,1824,2565,3752,3735,3513
PF3D7_0937400,6,1,1,1,1,2,0,1,0,0,0,1
PF3D7_0826700,40258,28153,34249,24481,22268,28830,5210,5547,7572,16452,17280,17539
PF3D7_1219400,993,685,882,1051,1044,953,4,7,17,43,38,21
PF3D7_1249400,5,4,4,0,2,3,910,909,1206,1811,1798,1537
PF3D7_0528100,1977,1168,1679,1807,1696,1857,9512,9536,11684,13496,14248,11588
PF3D7_1411800,128,72,120,106,122,100,178,305,306,393,304,316
PF3D7_1023100,3,1,3,3,10,6,74,55,99,488,434,305
PF3D7_0906600,1189,731,957,1502,1643,1547,1554,1961,2462,3933,4398,3741
PF3D7_1212200,18,23,44,9,2,17,60,68,82,252,240,215
PF3D7_0402100,677,372,512,735,752,762,20413,25446,32161,7559,8382,7373
PF3D7_1142400,1038,722,987,912,947,957,1308,1589,1871,2576,2857,2670
PF3D7_1125500,826,579,712,595,632,617,342,411,499,1186,1107,1194
PF3D7_0908700,190,137,175,111,131,115,626,680,778,816,771,858
PF3D7_1229700,1,3,0,0,0,0,90,114,132,462,461,388
PF3D7_0607200,2,6,4,0,0,3,274,358,411,1172,1200,1077
PF3D7_0627400,82,36,68,55,57,48,93,79,98,418,411,377
PF3D7_1449300,1507,937,1278,1717,1873,1761,2497,2948,3914,3537,3493,3209
PF3D7_0812200,6,7,4,3,4,4,79,89,99,300,291,280
PF3D7_0623200,670,532,659,541,569,520,237,321,387,900,883,831
PF3D7_0706300,7,6,3,1,1,2,919,831,1046,118,133,134
PF3D7_1235300,5632,3759,4489,7684,7475,9020,10934,12616,15419,38822,41877,35622
PF3D7_0832200,10651,7472,10024,4989,5129,5240,385,296,433,698,635,596
PF3D7_0111400,49,38,41,17,28,28,516,690,773,2007,1900,1735
PF3D7_0804500,2161,1395,1768,1391,1288,1431,16263,15721,18788,30434,30724,26032
PF3D7_1011600,37,19,39,20,28,26,56,77,67,176,172,202
PF3D7_1342500,4,1,3,42,44,37,422,618,581,559,528,592
PF3D7_0314100,1235,1147,1071,869,866,857,5533,5276,6580,913,680,805
PF3D7_1245700,18,2,10,7,7,9,1,1,1,3,0,0
PF3D7_1469800,78,67,80,29,35,17,1699,2055,2037,2981,2894,3048
PF3D7_1434900,0,4,5,4,3,0,149,209,215,754,707,624
PF3D7_0718000,14,8,24,17,12,7,150,151,217,1403,1190,889
PF3D7_0908200,10,10,12,58,67,54,5380,5284,6369,12887,14478,11298
PF3D7_0725700,0,2,0,0,4,0,0,0,0,0,0,0
PF3D7_1236100,1181,698,969,877,860,879,764,757,961,2569,2557,2374
PF3D7_0522100,16,10,16,13,14,10,3321,4101,4579,3440,3934,3245
PF3D7_0208500,10,8,17,8,12,11,480,643,573,1093,1058,1090
PF3D7_0410700,51,35,35,54,84,84,11791,11923,15130,14450,16658,14089
PF3D7_1423000,1436,1060,1342,1061,1122,1202,1542,1576,2379,3030,3289,2688
PF3D7_1221800,66,29,47,24,29,26,1656,1887,2100,2956,2947,2543
PF3D7_1437400,270,189,214,84,44,86,604,729,742,1633,1661,1491
PF3D7_1363700,49,39,63,26,23,43,525,641,702,1824,1856,1562
PF3D7_0409600,464,394,524,235,218,234,10170,8898,11134,9078,9575,8560
PF3D7_0618300,24274,21605,22312,14741,13965,14136,2370,2664,3253,6063,6207,6222
PF3D7_1416800,215,164,173,104,98,81,474,390,515,1535,1546,1149
PF3D7_0802300,4018,3065,3545,3193,2934,3049,841,978,1297,2471,2490,2114
PF3D7_1231300,4,4,2,4,6,2,1472,1703,2214,170,160,92
PF3D7_0828600,3,9,1,14,12,6,2960,3116,3597,2552,3017,3003
PF3D7_0411700,0,0,0,0,0,0,0,0,1,5,1,1
PF3D7_0601900,14027,10794,12210,8596,8342,9190,396,389,624,1306,1398,965
PF3D7_1356400,5,6,7,1,6,5,765,783,1026,2330,2214,1763
PF3D7_1114700,2717,1854,2521,2473,2330,2927,11411,11359,13626,14041,15401,12621
PF3D7_0718300,0,0,0,3,6,17,71,118,116,869,965,717
